,_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
2955,mulleby01,"February 14, 1989","Canal Winchester, Ohio",0.8,40.8,31.9,70.6,189,12.2,7.4,4.2,0.6,44.8,Ohio State University,24th overall,1st round,Dallas Mavericks,2009,7-0,"Canal Winchester in Canal Winchester, Ohio",Byron Mullens,Power Forward and Center,Right,275lb
2956,mullich01,"July 30, 1963","New York, New York",3.5,50.9,38.4,86.5,986,18.8,18.2,4.1,93.1,54.0,St. John's University,7th overall,1st round,Golden State Warriors,1985,6-6,"Xaverian in Brooklyn, New York",Chris Mullin,Small Forward and Shooting Guard,Left,200lb
2962,murdoer01,"June 14, 1968","Somerville, New Jersey",4.9,43.8,34.3,78.6,508,17.4,10.1,2.5,25.6,47.3,Providence College,21st overall,1st round,Utah Jazz,1991,6-1,"Bridgewater-Raritan in Raritan, New Jersey",Eric Murdock,Point Guard,Right,190lb
2964,murphal01,"July 15, 1952","Birmingham, Alabama",0.4,37.0,0.0,68.2,31,8.0,3.8,1.6,-0.1,37.0,University of Louisville,35th overall,2nd round,Phoenix Suns,1975,6-5,"A.H. Parker in Birmingham, Alabama",Allen Murphy,Shooting Guard,Right,190lb
2965,murphca01,"May 9, 1948","Norwalk, Connecticut",4.4,48.2,13.9,89.2,1002,18.0,17.9,2.1,84.1,48.3,Niagara University,18th overall,2nd round,San Diego Rockets,1970,5-9,"Norwalk in Norwalk, Connecticut",Calvin Murphy,Shooting Guard and Point Guard,Right,165lb
2967,murpher01,"October 26, 1990","Lyon, France",0.1,23.1,0.0,-,24,0.2,0.3,0.3,-0.1,23.1,University of Florida,49th overall,2nd round,Chicago Bulls,2013,6-10,"St. Mark's in Southborough, Massachusetts",Erik Murphy,Center,Right,230lb
2968,murphja01,"June 26, 1962","Meriden, Connecticut",0.2,33.2,0.0,60.7,67,6.7,2.4,1.7,-0.5,33.2,Boston College,31st overall,2nd round,Golden State Warriors,1984,6-9,"Maloney in Meriden, Connecticut",Jay Murphy,Power Forward and Small Forward,Right,220lb
2970,murphke01,"March 6, 1990","Atlanta, Georgia",0.1,25.0,20.0,-,17,-4.5,0.9,0.2,-0.3,26.8,Tennessee Technological University,47th overall,2nd round,Utah Jazz,2012,6-5,"Creekside in Atlanta, Georgia",Kevin Murphy,Shooting Guard,Right,185lb
2971,murphro01,"July 29, 1964","Dover, Delaware",0.3,28.6,25.0,63.6,18,2.9,2.0,0.6,-0.2,29.6,Jacksonville University,17th overall,1st round,Portland Trail Blazers,1987,6-5,"Oviedo in Oviedo, Florida",Ronnie Murphy,Small Forward,Right,225lb
2972,murphto01,"December 24, 1963","Long Beach, California",1.0,45.4,29.0,67.9,191,11.9,5.5,4.9,8.0,46.4,"University of California, Irvine",53rd overall,3rd round,Seattle SuperSonics,1986,6-9,"Lakewood in Lakewood, California",Tod Murphy,Center and Power Forward,Right,220lb
2973,murphtr01,"May 2, 1980","Morristown, New Jersey",1.5,44.5,38.8,78.5,729,15.4,10.8,7.8,50.3,49.3,University of Notre Dame,14th overall,1st round,Golden State Warriors,2001,6-11,"Delbarton in Northern Hills, New Jersey",Troy Murphy,Power Forward,Left,245lb
2974,murrade01,"September 19, 1996","Seattle, Washington",2.3,44.1,31.6,70.8,119,14.2,6.6,4.2,3.2,45.4,University of Washington,29th overall,1st round,San Antonio Spurs,2016,6-5,"Rainier Beach in Seattle, Washington",Dejounte Murray,Point Guard,Right,170lb
2975,murraja01,"February 23, 1997","Kitchener, Canada",3.4,43.4,36.2,87.9,238,15.0,14.8,3.5,12.0,50.7,University of Kentucky,7th overall,1st round,Denver Nuggets,2016,6-4,"Orangeville Prep in Orangeville, Canada",Jamal Murray,Shooting Guard and Point Guard,Right,207lb
2977,murrala01,"April 20, 1973","Pasadena, California",1.3,43.0,36.0,75.9,736,14.1,11.3,4.1,19.8,46.6,University of California,7th overall,1st round,Los Angeles Clippers,1994,6-7,"John Kennedy in Fremont, California",Lamond Murray,Small Forward,Right,236lb
2978,murraro01,"July 29, 1979","Philadelphia, Pennsylvania",2.3,41.4,30.4,72.5,487,12.7,9.9,2.1,8.5,45.2,"Meridian Community College, Shaw University",42nd overall,2nd round,Milwaukee Bucks,2002,6-4,"Strawberry Mansion in Philadelphia, Pennsylvania",Ronald Murray,Shooting Guard and Point Guard,Right,190lb
2979,murratr01,"July 25, 1971","Los Angeles, California",0.8,43.0,38.8,82.9,659,14.6,9.0,2.5,24.1,50.4,"University of California, Los Angeles",18th overall,1st round,San Antonio Spurs,1992,6-7,"Glendora in Glendora, California",Tracy Murray,Small Forward,Right,225lb
2980,murrewi01,"September 13, 1941","Taft, Oklahoma",1.0,46.6,30.4,71.9,228,15.5,13.1,7.3,14.7,46.8,Kansas State University,31st overall,4th round,St. Louis Hawks,1964,6-6,"Moton in Taft, Oklahoma",Willie Murrell,Small Forward,Right,225lb
2984,muscami01,"July 1, 1991","St. Louis Park, Minnesota",0.9,46.8,36.5,84.1,307,13.6,5.7,3.3,11.9,54.6,Bucknell University,44th overall,2nd round,Dallas Mavericks,2013,6-11,"Roseville in Roseville, Minnesota",Mike Muscala,Power Forward and Center,Right,240lb
2986,mustaje01,"October 28, 1969","Whiteville, North Carolina",0.6,44.9,0.0,64.8,179,10.7,4.0,2.5,1.7,44.9,University of Maryland,17th overall,1st round,New York Knicks,1990,6-10,"DeMatha Catholic in Hyattsville, Maryland",Jerrod Mustaf,Power Forward,Right,238lb
2987,mutomdi01,"June 25, 1966","Kinshasa, Democratic Republic of the Congo",1.0,51.8,0.0,68.4,1196,17.2,9.8,10.3,117.0,51.8,Georgetown University,4th overall,1st round,Denver Nuggets,1991,7-2,"Institute Boboto in Kinshasa, Democratic Republic of the Congo",Dikembe Mutombo,Center,Right,245lb
2989,myerspe01,"September 15, 1963","Mobile, Alabama",2.1,42.1,21.9,66.8,377,9.9,4.8,1.8,5.8,43.1,University of Arkansas at Little Rock,120th overall,6th round,Chicago Bulls,1986,6-6,"Williamson in Mobile, Alabama",Pete Myers,Shooting Guard,Right,180lb
2990,mykhasv01,"June 10, 1997","Cherkasy, Ukraine",0.9,32.9,32.6,60.0,42,6.0,3.2,0.9,-0.1,43.2,University of Kansas,47th overall,2nd round,Los Angeles Lakers,2018,6-8,"Cherkasy First City Gymnasia in Cherkasy, Ukraine",Sviatoslav Mykhailiuk,Small Forward,Right,205lb
2993,ndiayma02,"June 16, 1975","Dakar, Senegal",0.1,42.7,0.0,73.6,69,13.3,3.8,3.3,1.8,42.7,Auburn University,26th overall,1st round,Denver Nuggets,2000,7-0,"Maine Central Institute in Pittsfield, Maine",Mamadou N'Diaye,Center,Right,255lb
2998,naderab01,"September 25, 1993","Alexandria, Egypt",0.4,38.7,33.3,66.7,109,7.2,3.6,1.7,0.8,46.3,"Northern Illinois University, Iowa State University",58th overall,2nd round,Boston Celtics,2016,6-6,"Niles North in Skokie, Illinois",Abdel Nader,Small Forward,Right,225lb
3001,nailole01,"February 22, 1975","South Bend, Indiana",1.0,47.4,11.1,78.6,306,14.0,8.6,3.1,8.0,47.4,"Butler County Community College, Texas Christian University",43rd overall,2nd round,Charlotte Hornets,1999,6-9,"Clay in South Bend, Indiana",Lee Nailon,Small Forward and Power Forward,Left,238lb
3002,najered01,"July 11, 1976","Meoqui, Mexico",0.8,48.1,31.1,67.1,619,12.0,4.9,3.7,24.7,50.3,University of Oklahoma,38th overall,2nd round,Houston Rockets,2000,6-8,"Cornerstone Christian Academy in San Antonio, Texas",Eduardo Najera,Power Forward and Small Forward,Right,240lb
3003,nancela01,"February 12, 1959","Anderson, South Carolina",2.6,54.6,14.5,75.5,920,19.9,17.1,8.0,109.6,54.6,Clemson University,20th overall,1st round,Phoenix Suns,1981,6-10,"McDuffie in Anderson, South Carolina",Larry Nance,Power Forward,Right,205lb
3004,nancela02,"January 1, 1993","Akron, Ohio",1.7,53.9,29.5,69.8,259,17.1,7.7,6.5,16.4,55.4,University of Wyoming,27th overall,1st round,Los Angeles Lakers,2015,6-9,"Revere in Richfield, Ohio",Larry Nance Jr.,Center and Power Forward,Right,230lb
3005,napiesh01,"July 14, 1991","Roxbury, Massachusetts",2.0,39.3,35.4,81.2,289,12.7,6.4,1.7,6.4,47.8,University of Connecticut,24th overall,1st round,Charlotte Hornets,2014,6-1,"Lawrence Academy in Groton, Massachusetts",Shabazz Napier,Point Guard,Right,180lb
3007,nashbo01,"August 24, 1950","Hartford, Connecticut",0.7,42.9,0.0,72.9,236,11.1,4.7,2.3,2.4,42.9,University of Hawaii,9th overall,1st round,Detroit Pistons,1972,6-8,"Hartford Public in Hartford, Connecticut",Bob Nash,Small Forward,Right,195lb
3008,nashco01,"July 24, 1942","Jersey City, New Jersey",0.8,34.0,0.0,76.6,84,12.7,5.6,3.3,0.9,34.0,University of Kentucky,12th overall,2nd round,Los Angeles Lakers,1964,6-5,"Lake Charles in Lake Charles, Louisiana",Cotton Nash,Small Forward,Right,215lb
3009,nashst01,"February 7, 1974","Johannesburg, South Africa",8.5,49.0,42.8,90.4,1217,20.0,14.3,3.0,129.7,55.6,Santa Clara University,15th overall,1st round,Phoenix Suns,1996,6-3,"Saint Michaels University School in Victoria, Canada",Steve Nash,Point Guard,Right,195lb
3010,natersw01,"January 14, 1950","Den Helder, Netherlands",1.7,53.5,10.0,74.8,722,17.6,12.4,11.6,58.5,53.5,"University of California, Los Angeles",16th overall,1st round,Milwaukee Bucks,1973,6-11,"Wilson in Long Beach, California",Swen Nater,Center,Right,240lb
3012,nattca01,"January 8, 1957","Monroe, Louisiana",2.2,52.8,21.9,76.8,599,17.9,17.2,6.8,57.2,52.9,University of Louisiana at Monroe,8th overall,1st round,New Jersey Nets,1979,6-6,"Bastrop in Bastrop, Louisiana",Calvin Natt,Power Forward and Small Forward,Right,220lb
3013,nattke01,"October 5, 1958","Monroe, Louisiana",0.8,41.7,20.0,62.1,49,7.3,3.1,0.8,-0.2,42.3,University of Louisiana at Monroe,30th overall,2nd round,Indiana Pacers,1980,6-3,"Bastrop in Bastrop, Louisiana",Kenny Natt,Shooting Guard,Right,185lb
3017,nealcr01,"February 16, 1964","Muncie, Indiana",2.5,37.3,30.2,60.0,63,7.0,2.5,0.7,-0.4,41.5,Georgia Institute of Technology,71st overall,3rd round,Portland Trail Blazers,1988,6-5,"Washington in Washington, Indiana",Craig Neal,Point Guard,Right,165lb
3021,nealyed01,"February 19, 1960","Pittsburg, Kansas",0.7,49.8,29.2,68.4,540,10.5,2.7,3.3,15.2,51.5,Kansas State University,166th overall,8th round,Kansas City Kings,1982,6-7,"Bonner Springs in Bonner Springs, Kansas",Ed Nealy,Power Forward,Right,238lb
3027,nelsoja01,"February 9, 1982","Chester, Pennsylvania",5.1,43.6,36.8,81.0,878,14.4,11.3,3.0,48.3,50.2,Saint Joseph's University,20th overall,1st round,Denver Nuggets,2004,6-0,"Chester in Chester, Pennsylvania",Jameer Nelson,Point Guard,Right,190lb
3036,netolbo01,"August 2, 1942","San Francisco, California",1.4,49.2,19.4,66.1,618,17.4,16.0,8.9,48.0,49.3,Drake University,18th overall,2nd round,San Diego Rockets,1967,6-9,"Washington in Cedar Rapids, Iowa",Bob Netolicky,Power Forward and Center,Right,220lb
3037,neumajo01,"September 11, 1951","Memphis, Tennessee",3.0,43.3,26.9,76.4,455,14.0,13.2,2.7,9.3,44.6,University of Mississippi,98th overall,6th round,Chicago Bulls,1973,6-6,"Overton in Memphis, Tennessee",Johnny Neumann,Shooting Guard and Small Forward,Right,200lb
3043,newlimi01,"January 2, 1949","Portland, Oregon",4.0,46.6,30.2,87.0,837,15.5,14.9,3.0,50.4,46.9,University of Utah,24th overall,2nd round,Houston Rockets,1971,6-4,"Saint Francis in LaCanada, California",Mike Newlin,Shooting Guard,Right,200lb
3044,newmajo01,"November 28, 1963","Danville, Virginia",1.5,46.1,33.6,81.0,1159,12.9,11.0,2.2,50.3,49.2,University of Richmond,29th overall,2nd round,Cleveland Cavaliers,1986,6-7,"George Washington in Danville, Virginia",Johnny Newman,Shooting Guard and Small Forward,Right,190lb
3047,niangge01,"June 17, 1993","Lawrence, Massachusetts",0.5,43.4,36.4,82.1,91,10.9,2.9,1.2,1.0,53.1,Iowa State University,50th overall,2nd round,Indiana Pacers,2016,6-8,"Tilton Prep in Tilton, New Hampshire",Georges Niang,Power Forward,Right,230lb
3048,nichode01,"September 4, 1984","Boston, Massachusetts",0.1,28.1,20.0,50.0,18,0.7,1.2,0.4,-0.2,32.8,Syracuse University,53rd overall,2nd round,Portland Trail Blazers,2007,6-8,"St. Andrew's School in Barrington, Rhode Island",Demetris Nichols,Small Forward,Right,216lb
3050,nichoan01,"December 8, 1989","Mississauga, Canada",0.4,46.7,32.1,77.3,285,12.2,6.0,3.0,3.8,49.5,St. Bonaventure University,19th overall,1st round,Orlando Magic,2012,6-9,"Father Michael Goetz Secondary in West Mississauga, Canada",Andrew Nicholson,Power Forward,Right,250lb
3051,nickega01,"February 5, 1969","Osecola, Arkansas",0.3,33.3,0.0,100.0,4,12.9,3.8,1.3,0.1,33.3,"Wichita State University, Butler County Community College, Kansas State University, Northwestern Oklahoma State University",34th overall,2nd round,Atlanta Hawks,1994,6-3,"North in Wichita, Kansas",Gaylon Nickerson,Shooting Guard,Right,190lb
3052,nicksca01,"October 6, 1958","Chicago, Illinois",1.6,46.2,0.0,57.0,156,10.5,6.8,1.9,-0.4,46.2,Indiana State University,23rd overall,1st round,Denver Nuggets,1980,6-1,"Englewood in Chicago, Illinois",Carl Nicks,Point Guard and Shooting Guard,Left,175lb
3055,nilesmi01,"March 31, 1955","Los Angeles, California",0.3,34.8,50.0,45.9,44,6.7,2.6,1.3,-0.3,35.5,"California State University, Fullerton",83rd overall,4th round,Philadelphia 76ers,1979,6-6,"Jefferson in Los Angeles, California",Mike Niles,Small Forward,Right,225lb
3056,nimphku01,"March 13, 1958","Milwaukee, Wisconsin",1.2,48.7,10.0,66.8,564,11.8,6.4,4.4,17.5,48.7,Arizona State University,47th overall,3rd round,Denver Nuggets,1980,6-10,"South Milwaukee in South Milwaukee, Wisconsin",Kurt Nimphius,Power Forward and Center,Right,218lb
3058,nixonno01,"October 11, 1955","Macon, Georgia",8.3,48.3,29.4,77.2,768,15.3,15.7,2.6,47.6,48.8,Duquesne University,22nd overall,1st round,Los Angeles Lakers,1977,6-2,"Southwest in Macon, Georgia",Norm Nixon,Point Guard,Right,170lb
3059,noahjo01,"February 25, 1985","New York, New York",2.8,49.1,0.0,70.0,667,17.6,8.8,9.1,61.8,49.1,University of Florida,9th overall,1st round,Chicago Bulls,2007,6-11,"The Lawrenceville School in Lawrenceville, New Jersey",Joakim Noah,Center,Right,230lb
3062,noelda01,"February 27, 1984","Durham, North Carolina",1.0,36.7,32.1,86.0,68,9.0,2.7,1.8,0.4,41.5,University of North Carolina,39th overall,2nd round,Milwaukee Bucks,2006,6-6,"Southern Durham in Durham, North Carolina",David Noel,Power Forward,Right,230lb
3063,noelne01,"April 10, 1994","Malden, Massachusetts",1.2,52.3,25.0,63.1,300,16.9,8.2,6.5,16.6,52.3,University of Kentucky,6th overall,1st round,New Orleans Hornets,2013,6-11,"Tilton in Tilton, New Hampshire",Nerlens Noel,Power Forward and Center,Right,220lb
3072,normake01,"September 5, 1964","Chicago, Illinois",2.1,48.6,31.2,56.7,646,14.5,13.5,6.1,27.1,50.1,University of Illinois at Urbana-Champaign,19th overall,1st round,Los Angeles Clippers,1987,6-8,"Crane Technical Preparatory in Chicago, Illinois",Ken Norman,Small Forward,Right,215lb
3073,norriau01,"December 18, 1960","Jackson, Mississippi",0.8,51.1,0.0,66.2,187,9.1,4.4,3.1,2.9,51.1,Jackson State University,37th overall,2nd round,Portland Trail Blazers,1982,6-9,"Jim Hill in Jackson, Mississippi",Audie Norris,Center,Right,230lb
3074,norrimo01,"July 27, 1973","Washington, District of Columbia",2.8,40.1,28.6,74.0,445,13.0,5.1,2.0,10.0,43.0,"Auburn University, University of West Florida",33rd overall,2nd round,Milwaukee Bucks,1996,6-1,"Cardozo in Washington, District of Columbia",Moochie Norris,Point Guard,Left,175lb
3080,novakst01,"June 13, 1983","Libertyville, Illinois",0.3,43.7,43.0,87.7,467,12.7,4.7,1.3,14.5,60.5,Marquette University,32nd overall,2nd round,Houston Rockets,2006,6-10,"Brown Deer in Brown Deer, Wisconsin",Steve Novak,Power Forward and Small Forward,Right,225lb
3089,obannch01,"February 22, 1975","Bellflower, California",0.6,40.0,0.0,87.0,48,11.7,2.5,1.4,0.6,40.0,"University of California, Los Angeles",31st overall,2nd round,Detroit Pistons,1997,6-5,"Artesia in Lakewood, California",Charles O'Bannon,Shooting Guard,Right,209lb
3090,obanned01,"August 14, 1972","Los Angeles, California",0.8,36.7,22.2,75.5,128,9.1,5.0,2.5,1.1,38.7,"University of California, Los Angeles",9th overall,1st round,New Jersey Nets,1995,6-8,"Artesia in Lakewood, California",Ed O'Bannon,Shooting Guard and Small Forward,Left,222lb
3094,obrieji02,"November 7, 1951","Falls Church, Virginia",1.5,42.9,20.0,74.7,58,14.6,4.6,2.4,0.4,44.2,University of Maryland,37th overall,3rd round,Cleveland Cavaliers,1973,6-7,"Jeb Stuart in Falls Church, Virginia",Jim O'Brien,Small Forward,Right,200lb
3095,obrieji01,"April 9, 1950","Brooklyn, New York",4.1,40.2,17.6,83.0,303,9.9,5.9,2.0,4.0,40.7,Boston College,53rd overall,4th round,Buffalo Braves,1971,6-1,"Saint Francis Preparatory School in Brooklyn, New York",Jimmy O'Brien,Point Guard,Right,170lb
3097,obryajo01,"June 1, 1993","Cleveland, Mississippi",0.5,40.2,36.0,66.3,147,8.0,3.5,2.4,0.2,41.9,Louisiana State University,36th overall,2nd round,Milwaukee Bucks,2014,6-9,"East Side in Cleveland, Mississippi",Johnny O'Bryant,Power Forward,Right,257lb
3098,obryapa01,"June 20, 1986","Oskaloosa, Iowa",0.3,49.4,0.0,58.3,90,11.0,2.1,1.4,0.5,49.4,Bradley University,9th overall,1st round,Golden State Warriors,2006,7-0,"Blaine in Blaine, Minnesota",Patrick O'Bryant,Center,Right,260lb
3102,ohanlfr01,"August 24, 1948","Philadelphia, Pennsylvania",0.9,36.4,0.0,66.7,14,-5.2,1.6,0.3,0.0,36.4,Villanova University,131st overall,8th round,Philadelphia 76ers,1970,6-1,"Saint Thomas More in Philadelphia, Pennsylvania",Fran O'Hanlon,Guard,Right,175lb
3105,okoremi01,"February 7, 1958","Jersey City, New Jersey",2.1,49.0,27.1,65.1,407,12.1,8.2,3.4,14.6,49.5,University of North Carolina,6th overall,1st round,New Jersey Nets,1980,6-7,"Hudson Catholic in Jersey City, New Jersey",Mike O'Koren,Small Forward,Right,207lb
3108,onealsh01,"March 6, 1972","Newark, New Jersey",2.5,58.2,4.5,52.7,1207,26.4,23.7,10.9,181.7,58.2,Louisiana State University,1st overall,1st round,Orlando Magic,1992,7-1,"Cole in San Antonio, Texas",Shaquille O'Neal,Center,Right,325lb
3111,oquinky01,"March 26, 1990","Queens, New York",1.3,51.8,20.9,74.8,443,17.9,5.6,4.6,16.8,52.4,Norfolk State University,49th overall,2nd round,Orlando Magic,2012,6-10,"Campus Magnet in Cambria Heights, New York",Kyle O'Quinn,Center and Power Forward,Right,250lb
3115,oaklech01,"December 18, 1963","Cleveland, Ohio",2.5,47.1,25.3,76.1,1282,13.4,9.7,9.5,89.7,47.4,Virginia Union University,9th overall,1st round,Cleveland Cavaliers,1985,6-8,"John Hay in Cleveland, Ohio",Charles Oakley,Power Forward and Center,Right,225lb
3119,odomla01,"November 6, 1979","Jamaica, New York",3.7,46.3,31.2,69.3,961,16.5,13.3,8.4,77.0,49.5,University of Rhode Island,4th overall,1st round,Los Angeles Clippers,1999,6-10,"Redemption Christian Academy in Troy, New York",Lamar Odom,Small Forward and Power Forward,Left,220lb
3125,ojelese01,"December 5, 1994","Overland Park, Kansas",0.3,38.2,31.8,61.3,129,5.9,3.0,1.9,1.9,48.0,Southern Methodist University,37th overall,2nd round,Boston Celtics,2017,6-7,"Ottawa in Ottawa, Kansas",Semi Ojeleye,Power Forward,Right,241lb
3126,okafoem01,"September 28, 1982","Houston, Texas",0.8,51.2,0.0,58.6,616,17.0,12.0,9.7,45.3,51.2,University of Connecticut,2nd overall,1st round,Charlotte Bobcats,2004,6-10,"Bellaire in Houston, Texas",Emeka Okafor,Power Forward and Center,Right,252lb
3127,okafoja01,"December 15, 1995","Chicago, Illinois",0.9,53.0,20.0,67.9,190,16.5,11.5,5.1,5.3,53.1,Duke University,3rd overall,1st round,Philadelphia 76ers,2015,6-11,"Whitney Young in Chicago, Illinois",Jahlil Okafor,Center,Right,275lb
3129,okogijo01,"September 1, 1998","Lagos, Nigeria",1.2,38.6,27.9,72.8,74,9.4,7.7,2.9,1.2,44.5,Georgia Institute of Technology,20th overall,1st round,Minnesota Timberwolves,2018,6-4,"Shiloh HS in Snellville, Georgia",Josh Okogie,Shooting Guard,Right,212lb
3131,oladivi01,"May 4, 1992","Silver Spring, Maryland",4.0,44.3,35.2,79.3,402,16.7,17.5,4.6,24.2,49.5,Indiana University,2nd overall,1st round,Orlando Magic,2013,6-4,"DeMatha in Hyattsville, Maryland",Victor Oladipo,Shooting Guard and Point Guard,Right,210lb
3132,olajuha01,"January 21, 1963","Lagos, Nigeria",2.5,51.2,20.2,71.2,1238,23.6,21.8,11.1,162.8,51.3,University of Houston,1st overall,1st round,Houston Rockets,1984,7-0,"Muslim Teachers College in Lagos, Nigeria",Hakeem Olajuwon,Center,Right,255lb
3134,oldhaja01,"July 4, 1957","Chicago, Illinois",0.5,47.9,0.0,60.7,329,10.7,4.4,4.1,4.3,47.9,Seattle University,41st overall,2nd round,Denver Nuggets,1980,7-0,"Cleveland in Seattle, Washington",Jawann Oldham,Center,Right,215lb
3138,olivebr01,"June 1, 1968","Chicago, Illinois",1.0,38.8,22.7,70.5,118,8.1,3.3,1.0,-0.5,39.4,Georgia Institute of Technology,32nd overall,2nd round,Philadelphia 76ers,1990,6-4,"Wills in Smyrna, Georgia",Brian Oliver,Shooting Guard,Right,210lb
3140,oliveji01,"July 12, 1969","Menifee, Arkansas",0.7,40.7,34.0,77.2,78,9.9,4.2,1.0,0.3,43.2,Purdue University,39th overall,2nd round,Cleveland Cavaliers,1991,6-5,"Morrilton in Morrilton, Arkansas",Jimmy Oliver,Shooting Guard,Right,205lb
